name,slug,shortName,position,jerseyNumber,userCount,Player_id,country,marketValueCurrency,dateOfBirthTimestamp,twoMinutePenalties,technicalFaults,yellowCards,gk6mSaves,gk6mShots,shotsTaken,goals,assists,goals7m,goals6m,shots6m,fastbreakGoals,fastbreakShots,steals,blockedShots,goals9m,shots9m,breakthroughGoals,breakthroughShots,fieldTranslations,wingGoals,pivotGoals,pivotShots,firstName,lastName,saves,gkShots,gk7mGoals,gk7mShots,gk7mSaves,gkPivotSaves,gkPivotShots,gk9mSaves,gk9mShots,gkBreakthroughSaves,gkBreakthroughShots,gkFastbreakGoals,gkFastbreakShots,gkWingSaves,gkWingShots,gkGoalsConceded,secondsPlayed,gkFastbreakSaves,shots7m,team_name,team_id,home_score,away_score,start_timestamp,matchid_lineup,MatchTeamGame,gkBackcourtShots,gkBackcourtSaves
Steven Plucnar Jacobsen,jacobsen-steven-plucnar,S. P. Jacobsen,P,9,9,944866,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,972172800.0,1,0,0,0,0,8,6,0,0,0,0,1,1,0,0,,,,,,,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,Away,4004,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Jon Lindenchrone Andersen,lindenchrone-andersen-jon,J. L. Andersen,RB,42,16,964463,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,852163200.0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,4004,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
David Spath,spath-david,D. Späth,G,29,90,1067949,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1020038400.0,0,0,0,7,22,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,17.0,45.0,,,0.0,1.0,3.0,7.0,17.0,,7.0,5.0,7.0,6.0,13.0,28.0,3532.0,2.0,,Away,4004,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
David More,more-david,D. Móré,LW,15,19,1182867,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1087084800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,4004,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Valentin Willner,willner-valentin,V. Willner,P,34,0,1527945,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1105660800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,4004,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Sebastian Hinze,sebastian-hinze,S. Hinze,,,0,834152,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,4004,28.0,27.0,2024-09-26 17:00:00,12575483,sc-dhfk-leipzig-rhein-neckar-lowen,,
Tomas Mrkva,mrkva-tomas,T. Mrkva,G,16,39,806854,"{'alpha2': 'CZ', 'alpha3': 'CZE', 'name': 'Czechia'}",EUR,601257600.0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'مركفا, توماش'}, 'shortNameTranslation': {'ar': 'ت. مركفا'}}",,,,,,0.0,3.0,1.0,1.0,0.0,,,,,,,1.0,1.0,,,3.0,269.0,0.0,,Home,3980,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Domagoj Duvnjak,duvnjak-domagoj,D. Duvnjak,CB,4,2026,806703,"{'alpha2': 'HR', 'alpha3': 'HRV', 'name': 'Croatia'}",EUR,581126400.0,0,1,0,0,0,7,4,1,0,4,5,0,0,0,0,,2.0,1.0,1.0,"{'nameTranslation': {'ar': 'دوفنجاك, دوماغوج'}, 'shortNameTranslation': {'ar': 'د. دوفنجاك'}}",,,,Domagoj,Duvnjak,,,,,,,,,,,,,,,,,,,,Home,3980,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Andreas Wolff,wolff-andreas,A. Wolff,G,33,332,806932,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,667958400.0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'فولف, أندرياس'}, 'shortNameTranslation': {'ar': 'أ. فولف'}}",,,,Andreas,Wolff,10.0,30.0,,1.0,1.0,3.0,5.0,,10.0,1.0,2.0,,,2.0,6.0,20.0,2655.0,,,Home,3980,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,1.0,1.0
Patrick Wiencek,wiencek-patrick,P. Wiencek,P,17,121,806712,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,606528000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'فينتسك, باتريك'}, 'shortNameTranslation': {'ar': 'ب. فينتسك'}}",,,,,,,,,,,,,,,,,,,,,,,,,Home,3980,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Hendrik Pekeler,pekeler-hendrik,H. Pekeler,P,61,79,830805,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,678412800.0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'بيكلر, هندريك'}, 'shortNameTranslation': {'ar': 'ه. بيكلر'}}",,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,Home,3980,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Rune Dahmke,dahmke-rune,R. Dahmke,LW,23,151,806701,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,734400000.0,0,0,0,0,0,4,2,0,0,1,0,1,2,0,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Home,3980,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Lukas Zerbe,zerbe-lukas,L. Zerbe,RW,24,33,861144,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,821836800.0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Home,3980,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Karl Wallinius,wallinius-karl,K. Wallinius,LB,49,50,913516,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,916272000.0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3980,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Magnus Landin,landin-magnus,M. L. Jacobsen,LW,7,302,922132,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,808876800.0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'لندين جاكوبسن, ماغنوس'}, 'shortNameTranslation': {'ar': 'م. ل. جاكوبسن'}}",1.0,,,Magnus,Landin Jacobsen,,,,,,,,,,,,,,,,,,,,Home,3980,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Petter Overby,overby-petter,P. Øverby,P,11,54,946568,"{'alpha2': 'NO', 'alpha3': 'NOR', 'name': 'Norway'}",EUR,701568000.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'أوفربي, بيتر'}, 'shortNameTranslation': {'ar': 'ب. أوفربي'}}",,,1.0,,,,,,,,,,,,,,,,,,,,,,Home,3980,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Eric Johansson,johansson-eric,E. Johansson,LB,21,186,944811,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,962150400.0,0,1,0,0,0,9,4,5,0,2,2,0,0,0,0,2.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3980,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Emil Wernsdorf Madsen,madsen-emil-wernsdorf,E. Madsen,RB,45,174,1067938,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,978307200.0,0,1,0,0,0,16,7,1,2,2,5,0,0,0,0,3.0,9.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Home,3980,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Bence Imre,imre-bence,B. Imre,RW,91,101,1388008,"{'alpha2': 'HU', 'alpha3': 'HUN', 'name': 'Hungary'}",EUR,1034640000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3980,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Henri Pabst,pabst-henri,H. Pabst,RB,19,9,1411134,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1076284800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3980,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Samir Bellahcene,bellahcene-samir,S. Bellahcene,G,34,72,1490339,"{'alpha2': 'FR', 'alpha3': 'FRA', 'name': 'France'}",EUR,793238400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3980,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Linus Kutz,kutz-linus,L. Kutz,CB,25,7,1889106,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1109548800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3980,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Timo Kastening,kastening-timo,T. Kastening,RW,73,101,806895,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,804038400.0,0,1,0,0,0,5,3,0,0,2,0,0,0,0,0,1.0,1.0,,,"{'nameTranslation': {'ar': 'كاستينغ, تيمو'}, 'shortNameTranslation': {'ar': 'ت. كاستينغ'}}",2.0,,,Timo,Kastening,,,,,,,,,,,,,,,,,,,,Away,4007,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Rogerio Moraes Ferreira,moraes-ferreira-rogerio,R. Moraes,P,13,36,806705,"{'alpha2': 'BR', 'alpha3': 'BRA', 'name': 'Brazil'}",EUR,758246400.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,1.0,1.0,Rogeiro,Moraes Ferreira,,,,,,,,,,,,,,,,,,,,Away,4007,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Erik Balenciaga,balenciaga-azcue-erik,E. Balenciaga,CB,6,18,840959,"{'alpha2': 'ES', 'alpha3': 'ESP', 'name': 'Spain'}",EUR,736992000.0,0,2,0,0,0,3,2,5,0,2,3,0,0,0,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Away,4007,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Nebojsa Simic,simic-nebojsa,N. Simić,G,16,61,894614,"{'alpha2': 'ME', 'alpha3': 'MNE', 'name': 'Montenegro'}",EUR,727401600.0,0,0,0,5,18,1,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'سيميتش, نيبويشا'}, 'shortNameTranslation': {'ar': 'ن. سيميتش'}}",,,,,,19.0,39.0,2.0,2.0,0.0,2.0,3.0,11.0,16.0,1.0,4.0,1.0,2.0,1.0,5.0,20.0,3228.0,1.0,,Away,4007,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Dimitri Ignatow,ignatow-dimitri,D. Ignatow,RW,11,4,876460,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,912384000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,4007,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Alexandre Cavalcanti,cavalcanti-alexandre,A. Cavalcanti,LB,24,63,959192,"{'alpha2': 'PT', 'alpha3': 'PRT', 'name': 'Portugal'}",EUR,851644800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'كافالكانتي, ألكسندر'}, 'shortNameTranslation': {'ar': 'أ. كافالكانتي'}}",,,,Alexandre,Cavalcanti,,,,,,,,,,,,,,,,,,,,Away,4007,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Dainis Kristopans,kristopans-dainis,D. Krištopāns,RB,10,193,902836,"{'alpha2': 'LV', 'alpha3': 'LVA', 'name': 'Latvia'}",EUR,654393600.0,0,1,0,0,0,7,7,3,0,3,3,0,0,0,0,4.0,4.0,,,"{'nameTranslation': {'ar': 'كريستوبانس, داينيس'}, 'shortNameTranslation': {'ar': 'د. كريستوبانس'}}",,,,,,,,,,,,,,,,,,,,,,,,,Away,4007,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Arnar Freyr Arnarsson,arnarsson-arnar-freyr,A. F. Arnarsson,P,21,21,902455,"{'alpha2': 'IS', 'alpha3': 'ISL', 'name': 'Iceland'}",EUR,826761600.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,,,,,"{'nameTranslation': {'ar': 'فرير ارنارسون, أرنار'}, 'shortNameTranslation': {'ar': 'أ. ف. ارنارسون'}}",,1.0,1.0,Arnar Freyr,Arnarsson,,,,,,,,,,,,,,,,,,,,Away,4007,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Adam Morawski,morawski-adam,A. Morawski,G,1,47,902823,"{'alpha2': 'PL', 'alpha3': 'POL', 'name': 'Poland'}",EUR,782352000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'مورافسكي, أدم'}, 'shortNameTranslation': {'ar': 'أ. مورافسكي'}}",,,,Adam,Morawski,,,,,,,,,,,,,,,,,,,,Away,4007,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Adrian Sipos,sipos-adrian,A. Sipos,P,8,61,912347,"{'alpha2': 'HU', 'alpha3': 'HUN', 'name': 'Hungary'}",EUR,636854400.0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,,,,,"{'nameTranslation': {'ar': 'سيبوس, أدريان'}, 'shortNameTranslation': {'ar': 'أ. سيبوس'}}",,,2.0,Adrian,Sipos,,,,,,,,,,,,,,,,,,,,Away,4007,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Nikolaj Enderleit,enderleit-nikolaj,N. Enderleit,RB,4,8,1006705,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,866851200.0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,4007,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
David Mandic,mandic-david,D. Mandić,LW,7,364,953826,"{'alpha2': 'HR', 'alpha3': 'HRV', 'name': 'Croatia'}",EUR,874195200.0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'مانديتش, دافيد'}, 'shortNameTranslation': {'ar': 'د. مانديتش'}}",2.0,,,David,Mandić,,,,,,,,,,,,,,,,,,,,Away,4007,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Elvar Orn Jonsson,jonsson-elvar-orn,E. Ö. Jonsson,CB,19,49,949393,"{'alpha2': 'IS', 'alpha3': 'ISL', 'name': 'Iceland'}",EUR,872985600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'اورن جونسون, ايلفار'}, 'shortNameTranslation': {'ar': 'ا. ا. جونسون'}}",,,,Elvar Orn,Jonsson,,,,,,,,,,,,,,,,,,,,Away,4007,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Hans Aaron Mensing,mensing-hans-aaron,A. Mensing,LB,33,158,1067947,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,879206400.0,0,0,0,0,0,6,5,0,0,3,2,0,0,0,0,3.0,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Away,4007,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Mohamed Amine Darmoul,darmoul-mohamed-amine,M. A. Darmoul,CB,71,175,1097816,"{'alpha2': 'TN', 'alpha3': 'TUN', 'name': 'Tunisia'}",EUR,891475200.0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,,,1.0,1.0,,,,,Mohamed Amine,Darmoul,,,,,,,,,,,,,,,,,,,,Away,4007,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Ian Barrufet Torrebejano,barrufet-torrebejano-ian,I. B. Torrebejano,LW,83,23,1540782,"{'alpha2': 'ES', 'alpha3': 'ESP', 'name': 'Spain'}",EUR,1084924800.0,0,0,0,0,0,3,2,0,1,1,0,0,0,0,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,Away,4007,21.0,25.0,2024-09-26 17:00:00,12575486,mt-melsungen-thw-kiel,,
Josip Sarac,sarac-josip,J. Šarac,LB,13,224,941780,"{'alpha2': 'HR', 'alpha3': 'HRV', 'name': 'Croatia'}",EUR,888278400.0,1,0,0,0,0,9,9,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'ساراتش, جوسيب'}, 'shortNameTranslation': {'ar': 'ج. ساراتش'}}",,,,Josip,Šarac,,,,,,,,,,,,,,,,,,,,Home,3995,31.0,33.0,2024-09-27 17:00:00,12573971,tsv-hannover-burgdorf-frisch-auf-goppingen,,
Ludvig Hallback,hallback-ludvig,L. Hallbäck,CB,20,18,944807,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,972604800.0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3995,31.0,33.0,2024-09-27 17:00:00,12573971,tsv-hannover-burgdorf-frisch-auf-goppingen,,
David Schmidt,schmidt-david,D. Schmidt,RB,77,27,808630,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,750988800.0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'شميدت, دافيد'}, 'shortNameTranslation': {'ar': 'د. شميدت'}}",,,,David,Schmidt,,,,,,,,,,,,,,,,,,,,Home,3995,31.0,33.0,2024-09-27 17:00:00,12573971,tsv-hannover-burgdorf-frisch-auf-goppingen,,
Oskar Sunnefeldt,sunnefeldt-oskar,O. Sunnefeldt,LB,27,17,1098815,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,893116800.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Oskar,Sunnefeldt,,,,,,,,,,,,,,,,,,,,Home,3995,31.0,33.0,2024-09-27 17:00:00,12573971,tsv-hannover-burgdorf-frisch-auf-goppingen,,
Erik Persson,persson-erik,E. Persson,RB,22,14,1515848,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,894672000.0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3995,31.0,33.0,2024-09-27 17:00:00,12573971,tsv-hannover-burgdorf-frisch-auf-goppingen,,
Franko Lastro,lastro-franko,L. Franko,RW,28,33,1019224,"{'alpha2': 'AT', 'alpha3': 'AUT', 'name': 'Austria'}",EUR,1050192000.0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3995,31.0,33.0,2024-09-27 17:00:00,12573971,tsv-hannover-burgdorf-frisch-auf-goppingen,,
Victor Klove,klove-victor,V. Kløve,LB,7,12,1068312,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,1025136000.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3995,31.0,33.0,2024-09-27 17:00:00,12573971,tsv-hannover-burgdorf-frisch-auf-goppingen,,
Oskar Neudeck,neudeck-oskar,O. Neudeck,LB,2,3,1019854,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1012780800.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3995,31.0,33.0,2024-09-27 17:00:00,12573971,tsv-hannover-burgdorf-frisch-auf-goppingen,,
Marcel Schiller,schiller-marcel,M. Schiller,LW,24,53,806642,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,682214400.0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,,,,,,,,,Marcel,Schiller,,,,,,,,,,,,,,,,,,,3.0,Home,3995,31.0,33.0,2024-09-27 17:00:00,12573971,tsv-hannover-burgdorf-frisch-auf-goppingen,,
Andreas Flodman,flodman-andreas,A. Flodman,RW,9,8,1407152,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,732067200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3995,31.0,33.0,2024-09-27 17:00:00,12573971,tsv-hannover-burgdorf-frisch-auf-goppingen,,
Rutger Ten Velde,ten-velde-rutger,R. T. Velden,LW,5,53,894682,"{'alpha2': 'NL', 'alpha3': 'NLD', 'name': 'Netherlands'}",EUR,857520000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3995,31.0,33.0,2024-09-27 17:00:00,12573971,tsv-hannover-burgdorf-frisch-auf-goppingen,,
Ymir Orn Gislason,gislason-ymir-orn,Ý. Ö. Gíslason,P,33,34,921647,"{'alpha2': 'IS', 'alpha3': 'ISL', 'name': 'Iceland'}",EUR,867715200.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'اورن جيغالسون, ايمير'}, 'shortNameTranslation': {'ar': 'ا. ا. جيغالسون'}}",,,,,,,,,,,,,,,,,,,,,,,,,Home,3995,31.0,33.0,2024-09-27 17:00:00,12573971,tsv-hannover-burgdorf-frisch-auf-goppingen,,
Tibor Ivanisevic,ivanisevic-tibor,T. Ivanišević,G,16,14,902737,"{'alpha2': 'RS', 'alpha3': 'SRB', 'name': 'Serbia'}",EUR,650764800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'ايفانيسيفيتش, تيبور'}, 'shortNameTranslation': {'ar': 'ت. ايفانيسيفيتش'}}",,,,,,,,,,,,,,,,,,,,,,,,,Home,3995,31.0,33.0,2024-09-27 17:00:00,12573971,tsv-hannover-burgdorf-frisch-auf-goppingen,,
Ludvig Jurmala,jurmala-ludvig,L. Jurmala,P,25,10,941802,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,946425600.0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3995,31.0,33.0,2024-09-27 17:00:00,12573971,tsv-hannover-burgdorf-frisch-auf-goppingen,,
Julian Buchele,buchele-julian,J. Buchele,G,12,4,1116450,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1083283200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3995,31.0,33.0,2024-09-27 17:00:00,12573971,tsv-hannover-burgdorf-frisch-auf-goppingen,,
Elias Newel,newel-elias,E. Newel,CB,40,6,1540814,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1089676800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3995,31.0,33.0,2024-09-27 17:00:00,12573971,tsv-hannover-burgdorf-frisch-auf-goppingen,,
Vincent Buchner,buchner-vincent,V. Büchner,LW,74,17,894997,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,896486400.0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,5447,31.0,33.0,2024-09-27 17:00:00,12573971,tsv-hannover-burgdorf-frisch-auf-goppingen,,
Renars Uscins,uscins-renars,R. Uščins,RB,10,118,1102685,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1020038400.0,1,0,0,0,0,10,10,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Away,5447,31.0,33.0,2024-09-27 17:00:00,12573971,tsv-hannover-burgdorf-frisch-auf-goppingen,,
Justus Fischer,fischer-justus,J. Fischer,P,54,48,1092416,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1044489600.0,0,0,0,0,0,9,9,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Away,5447,31.0,33.0,2024-09-27 17:00:00,12573971,tsv-hannover-burgdorf-frisch-auf-goppingen,,
Joel Birlehm,birlehm-joel,J. Birlehm,G,35,41,830799,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,861926400.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,5447,31.0,33.0,2024-09-27 17:00:00,12573971,tsv-hannover-burgdorf-frisch-auf-goppingen,,
Martin Hanne,hanne-martin,M. Hanne,LB,42,35,966902,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,989625600.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,5447,31.0,33.0,2024-09-27 17:00:00,12573971,tsv-hannover-burgdorf-frisch-auf-goppingen,,
Marius Steinhauser,steinhauser-marius,M. Steinhauser,RW,19,33,806560,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,728956800.0,0,0,0,0,0,7,4,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Away,5447,31.0,33.0,2024-09-27 17:00:00,12573971,tsv-hannover-burgdorf-frisch-auf-goppingen,,
