name,slug,shortName,position,jerseyNumber,userCount,Player_id,country,marketValueCurrency,dateOfBirthTimestamp,twoMinutePenalties,technicalFaults,yellowCards,gk6mSaves,gk6mShots,shotsTaken,goals,assists,goals7m,goals6m,shots6m,fastbreakGoals,fastbreakShots,steals,blockedShots,goals9m,shots9m,breakthroughGoals,breakthroughShots,fieldTranslations,wingGoals,pivotGoals,pivotShots,firstName,lastName,saves,gkShots,gk7mGoals,gk7mShots,gk7mSaves,gkPivotSaves,gkPivotShots,gk9mSaves,gk9mShots,gkBreakthroughSaves,gkBreakthroughShots,gkFastbreakGoals,gkFastbreakShots,gkWingSaves,gkWingShots,gkGoalsConceded,secondsPlayed,gkFastbreakSaves,shots7m,team_name,team_id,home_score,away_score,start_timestamp,matchid_lineup,MatchTeamGame,gkBackcourtShots,gkBackcourtSaves
Justin Kurch,kurch-justin,J. Kurch,P,52,2,925932,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,924566400.0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,Home,3981,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,,
Filip Vistorop,vistorop-filip,F. Vistorop,CB,4,73,911985,"{'alpha2': 'HR', 'alpha3': 'HRV', 'name': 'Croatia'}",EUR,893808000.0,0,0,0,0,0,5,2,0,0,2,5,0,0,0,0,,,1.0,2.0,,,,,Filip,Vistorop,,,,,,,,,,,,,,,,,,,,Home,3981,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,,
Fynn Hangstein,hangstein-fynn,F. Hangstein,LB,10,49,926741,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,953769600.0,0,1,0,0,0,4,1,0,0,1,2,0,0,0,0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Home,3981,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,,
Dustin Kraus,kraus-dustin,D. Kraus,LB,47,2,984007,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,985564800.0,0,2,0,0,0,3,2,2,0,0,0,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3981,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,,
Matija Spikic,spikic-matija,M. Spikić,G,1,11,994024,"{'alpha2': 'HR', 'alpha3': 'HRV', 'name': 'Croatia'}",EUR,828489600.0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,6.0,31.0,,1.0,1.0,,6.0,3.0,6.0,,4.0,2.0,2.0,,3.0,25.0,2481.0,0.0,,Home,3981,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,2.0,
Gian Attenhofer,attenhofer-gian,G. Attenhofer,RW,11,6,1152368,"{'alpha2': 'CH', 'alpha3': 'CHE', 'name': 'Switzerland'}",EUR,1019779200.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Home,3981,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,,
Aleksandar Capric,capric-aleksandar,A. Capric,LB,6,19,1427805,"{'alpha2': 'HR', 'alpha3': 'HRV', 'name': 'Croatia'}",EUR,1079481600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3981,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,,
Timothy Reichmuth,reichmuth-timothy,T. Reichmuth,LW,5,12,1152374,"{'alpha2': 'CH', 'alpha3': 'CHE', 'name': 'Switzerland'}",EUR,910569600.0,0,1,0,0,0,4,4,0,0,2,0,0,0,1,0,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,Home,3981,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,,
Marko Grgic,grgic-marko,M. Grgić,LB,17,34,1399848,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1063238400.0,1,1,0,0,0,20,14,5,3,9,13,0,0,0,0,2.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Home,3981,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,,
Julius Kuhn,kuhn-julius,J. Kühn,LB,5,40,806773,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,733622400.0,0,3,0,0,0,9,6,2,0,2,3,0,0,0,0,3.0,5.0,1.0,1.0,"{'nameTranslation': {'ar': 'كوهن, يوليوس'}, 'shortNameTranslation': {'ar': 'ي. كوهن'}}",,,,Julius,Kuhn,,,,,,,,,,,,,,,,,,,,Away,5462,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,,
Daniel Rebmann,rebmann-daniel,D. Rebmann,G,94,16,808970,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,758678400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,5462,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,,
Fabian Wiederstein,wiederstein-fabian,F. Wiederstein,P,18,5,840394,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,802742400.0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,Away,5462,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,,
Till Hermann,hermann-till,T. Hermann,LW,41,9,992471,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,851212800.0,0,0,0,0,0,9,7,0,0,4,2,3,3,0,0,,,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,Away,5462,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,,
Paco Barthe,barthe-paco,P. Barthe,CB,20,1,806619,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,716515200.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,5462,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,,
Dominik Claus,claus-dominik,D. Claus,RB,7,3,835521,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,825292800.0,1,0,0,0,0,5,3,3,0,2,3,0,0,0,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,5462,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,,
Tom Wolf,wolf-tom,T. Wolf,LB,10,8,894926,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,773625600.0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Away,5462,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,,
Fredrik Genz,genz-fredrik,F. Genz,G,16,3,806491,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,857779200.0,0,0,0,8,29,1,0,1,0,0,0,0,1,0,0,,,,,,,,,,,14.0,45.0,3.0,4.0,1.0,,6.0,3.0,5.0,4.0,11.0,2.0,4.0,,5.0,31.0,3375.0,2.0,,Away,5462,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,,
Nikola Vlahovic,vlahovic-nikola,N. Vlahovic,LB,3,6,883306,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,932515200.0,0,0,0,0,0,5,5,0,0,3,3,0,0,0,0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,Away,5462,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,,
Jonathan Fischer,fischer-jonathan,J. Fischer,P,36,5,894691,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,868665600.0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,Away,5462,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,,
Juan de la Pena,de-la-pena-juan,J. D. L. Peña,CB,13,7,896277,"{'alpha2': 'ES', 'alpha3': 'ESP', 'name': 'Spain'}",EUR,828576000.0,0,0,0,0,0,10,7,4,0,6,9,0,0,0,0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,Away,5462,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,,
Gonzalo Perez Arce,perez-arce-gonzalo,G. P. Arce,RW,19,17,902785,"{'alpha2': 'ES', 'alpha3': 'ESP', 'name': 'Spain'}",EUR,900892800.0,0,2,0,0,0,3,1,1,0,1,0,0,0,0,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,Away,5462,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,,
Moritz Strosack,strosack-moritz,M. Strosack,RW,29,3,930876,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,929923200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,5462,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,,
Alexander Pfeifer,pfeifer-alexander,A. Pfeifer,LW,31,9,951491,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,982972800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,5462,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,,
Fynn-Luca Nicolaus,nicolaus-fynn-luca,F. Nicolaus,LB,14,5,995340,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1059523200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,5462,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,,
Max Hejny,hejny-maximilian,M. Hejny,RB,64,3,1092847,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,994550400.0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,5462,32.0,35.0,2024-09-19 17:00:00,12575490,sg-bietigheim-metterzimmern-thsv-eisenach,,
Nikolai Link,link-nikolai,N. Link,LB,33,1,808948,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,639014400.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,6288,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Nico Budel,budel-nico,N. Büdel,CB,20,9,808628,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,629078400.0,0,0,0,0,0,3,1,3,0,1,1,0,0,0,0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Home,6288,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Christoph Steinert,steinert-christoph,C. Steinert,RB,44,106,812796,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,632620800.0,0,1,0,0,0,2,2,1,0,2,2,0,0,0,0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Home,6288,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Antonio Metzner,metzner-antonio,A. Metzner,RB,27,24,812149,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,835833600.0,0,0,0,0,0,5,4,1,0,1,1,1,1,1,0,2.0,3.0,1.0,1.0,,,,,Antonio,Metzner,,,,,,,,,,,,,,,,,,,,Home,6288,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Christopher Bissel,bissel-christopher,C. Bissel,LW,21,4,808946,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,810086400.0,0,1,0,0,0,6,5,1,0,1,0,4,4,0,0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,Home,6288,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Hampus Olsson,olsson-hampus,H. Olsson,RW,67,33,965694,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,777859200.0,0,0,0,0,0,4,3,0,0,2,0,1,1,0,0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,Home,6288,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Tobias Wagner,wagner-tobias,T. Wagner,P,55,50,848679,"{'alpha2': 'AT', 'alpha3': 'AUT', 'name': 'Austria'}",EUR,796176000.0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'فاغنر, توبياس'}, 'shortNameTranslation': {'ar': 'ت. فاغنر'}}",,1.0,2.0,Tobias,Wagner,,,,,,,,,,,,,,,,,,,,Home,6288,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Klemen Ferlin,ferlin-klemen,K. Ferlin,G,22,30,902765,"{'alpha2': 'SI', 'alpha3': 'SVN', 'name': 'Slovenia'}",EUR,614822400.0,0,0,0,1,7,0,0,2,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'فريلين, كليمن'}, 'shortNameTranslation': {'ar': 'ك. فريلين'}}",,,,Klemen,Ferlin,9.0,25.0,,,0.0,,5.0,8.0,9.0,,1.0,4.0,4.0,1.0,5.0,16.0,2386.0,0.0,,Home,6288,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Jonathan Svensson,svensson-jonathan,J. Svensson,LB,28,27,941799,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,885859200.0,0,0,0,0,0,4,1,3,0,1,2,0,0,0,0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,6288,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Khalifa Ghedbane,ghedbane-khalifa,K. Ghedbane,G,96,172,959577,"{'alpha2': 'DZ', 'alpha3': 'DZA', 'name': 'Algeria'}",EUR,848966400.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0.0,9.0,,,0.0,,2.0,,1.0,,2.0,,,,,9.0,1103.0,,,Home,6288,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Stefan Bauer,bauer-stefan,S. Bauer,P,99,4,997528,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,862963200.0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,Home,6288,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Sander Overjordet,overjordet-sander-andreassen,S. Øverjordet,M,,16,1014189,"{'alpha2': 'NO', 'alpha3': 'NOR', 'name': 'Norway'}",EUR,828921600.0,0,0,0,0,0,6,4,0,0,3,4,0,0,0,0,1.0,2.0,1.0,1.0,"{'nameTranslation': {'ar': 'اوفرجوردت, ساندر'}, 'shortNameTranslation': {'ar': 'س. اوفرجوردت'}}",,,,Sander,Overjordet,,,,,,,,,,,,,,,,,,,,Home,6288,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Marek Nissen,nissen-marek,M. Nissen,LB,6,5,1084917,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,980640000.0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Home,6288,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Stephan Seitz,seitz-stephan,S. Seitz,RB,4,8,1082557,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1010793600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,6288,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Tim Gommel,gommel-tim,T. Gommel,RW,95,17,1515850,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1111622400.0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Home,6288,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Florian Scheerer,scheerer-florian,F. Scheerer,P,30,3,1399765,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1075161600.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,Home,6288,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Kai Hafner,hafner-kai,K. Häfner,RB,34,117,808802,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,616032000.0,0,1,0,0,0,10,5,7,0,2,2,0,0,0,0,2.0,7.0,,,"{'nameTranslation': {'ar': 'هافنر, كاي'}, 'shortNameTranslation': {'ar': 'ك. هافنر'}}",,1.0,1.0,Kai,Hafner,,,,,,,,,,,,,,,,,,,,Away,6272,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Patrick Zieker,zieker-patrick,P. Zieker,LW,25,12,807008,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,755740800.0,1,1,0,0,0,7,4,1,0,3,3,0,0,0,0,,3.0,1.0,1.0,"{'nameTranslation': {'ar': 'زيكر, باتريك'}, 'shortNameTranslation': {'ar': 'ب. زيكر'}}",,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,Away,6272,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Samuel Rothlisberger,rothlisberger-samuel,S. Röthlisberger,P,17,20,894512,"{'alpha2': 'CH', 'alpha3': 'CHE', 'name': 'Switzerland'}",EUR,840067200.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'روثليسبرجر, سامويل'}, 'shortNameTranslation': {'ar': 'س. روثليسبرجر'}}",,,,Samuel,Rothlisberger,,,,,,,,,,,,,,,,,,,,Away,6272,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Miljan Vujovic,vujovic-miljan,M. Vujović,G,16,31,949599,"{'alpha2': 'SI', 'alpha3': 'SVN', 'name': 'Slovenia'}",EUR,967334400.0,0,0,0,3,14,0,0,1,0,0,0,0,0,0,0,,,,,,,,,Miljan,Vujovic,11.0,34.0,2.0,4.0,2.0,3.0,6.0,3.0,8.0,1.0,6.0,4.0,4.0,,3.0,23.0,3274.0,0.0,,Away,6272,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Lenny Rubin,rubin-lenny,L. Rubin,LB,44,50,912598,"{'alpha2': 'CH', 'alpha3': 'CHE', 'name': 'Switzerland'}",EUR,823132800.0,2,2,0,0,0,5,3,1,0,2,2,0,0,1,0,,2.0,2.0,2.0,"{'nameTranslation': {'ar': 'روبين, ليني'}, 'shortNameTranslation': {'ar': 'ل. روبين'}}",,1.0,1.0,Lenny,Rubin,,,,,,,,,,,,,,,,,,,,Away,6272,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Ante Ivankovic,ivankovic-ante,A. Ivanković,LB,14,104,944990,"{'alpha2': 'HR', 'alpha3': 'HRV', 'name': 'Croatia'}",EUR,966297600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,6272,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Gianfranco Pribetic,pribetic-gianfranco,G. Pribetic,P,9,64,944996,"{'alpha2': 'HR', 'alpha3': 'HRV', 'name': 'Croatia'}",EUR,956880000.0,1,0,0,0,0,6,6,0,0,0,0,2,2,0,0,,,,,,,4.0,4.0,Gianfranco,Pribetić,,,,,,,,,,,,,,,,,,,,Away,6272,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Daniel Fernandez,fernandez-jimenez-daniel,D. F. Jiménez,LW,6,107,1402100,"{'alpha2': 'ES', 'alpha3': 'ESP', 'name': 'Spain'}",EUR,985737600.0,0,0,0,0,0,5,4,0,0,2,0,2,2,2,0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Away,6272,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Luka Krivokapic,krivokapic-luka,L. Krivokapic,G,1,4,1092054,"{'alpha2': 'RS', 'alpha3': 'SRB', 'name': 'Serbia'}",EUR,1013040000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,6272,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Lukas Laube,laube-lukas,L. Laube,P,24,22,1152371,"{'alpha2': 'CH', 'alpha3': 'CHE', 'name': 'Switzerland'}",EUR,956361600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,6272,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Jorge Serrano Villalobos,serrano-villalobos-jorge,J. S. Villalobos,RW,5,4,1402101,"{'alpha2': 'ES', 'alpha3': 'ESP', 'name': 'Spain'}",EUR,867628800.0,0,0,0,0,0,2,2,0,0,2,0,1,1,0,0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Away,6272,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Achilleas Toskas,toskas-achilleas,A. Toskas,RB,13,18,1141451,"{'alpha2': 'GR', 'alpha3': 'GRC', 'name': 'Greece'}",EUR,1096588800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,6272,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Nico Schottle,schottle-nico,N. Schottle,LB,8,8,1137193,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1059782400.0,0,0,0,0,0,5,2,0,0,1,1,1,1,0,0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,6272,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Bruno Reguart Massana,reguart-massana-bruno,B. R. Massana,CB,11,5,1388091,"{'alpha2': 'ES', 'alpha3': 'ESP', 'name': 'Spain'}",EUR,1053820800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,6272,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Jan Luca Mauch,mauch-jan-luca,J. L. Mauch,RB,18,1,1150565,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1056758400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,6272,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Nico Bacani,bacani-nico,N. Bacani,RW,2,2,1382458,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1066262400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,6272,25.0,26.0,2024-09-20 17:00:00,12575492,hc-erlangen-tvb-1898-stuttgart,,
Ole Schramm,schramm-ole,O. Schramm,LB,13,0,894526,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,946339200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,6267,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Mark Ferjan,ferjan-mark,M. Ferjan,G,77,2,896112,"{'alpha2': 'SI', 'alpha3': 'SVN', 'name': 'Slovenia'}",EUR,899164800.0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,5.0,20.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,,3.0,4.0,4.0,2.0,4.0,15.0,2065.0,0.0,,Home,6267,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Jannek Klein,klein-jannek,J. Klein,RB,17,9,912758,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,922320000.0,2,1,0,0,0,6,5,1,0,4,4,0,0,0,0,,1.0,4.0,4.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,Home,6267,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Martin Tomovski,tomovski-martin,M. Tomovski,G,12,17,1137036,"{'alpha2': 'MK', 'alpha3': 'MKD', 'name': 'North Macedonia'}",EUR,868492800.0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Martin,Tomovski,2.0,17.0,1.0,1.0,0.0,,3.0,1.0,4.0,1.0,6.0,2.0,2.0,,2.0,15.0,1309.0,0.0,,Home,6267,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
Cyrill Akakpo,akakpo-david-cyrill,D. C. Akakpo,RW,19,3,936846,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,875664000.0,2,0,0,0,0,2,2,1,0,2,0,0,0,1,0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Home,6267,30.0,31.0,2024-09-20 18:00:00,12575488,1-vfl-potsdam-hsv-hamburg,,
